,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,seats
265,Hyundai i20 2015-2017 Magna 1.2,4.8,7.7,2017,0,64000.0,0,4,1,18.6,1197.0,5
266,Mahindra Scorpio 1.99 S10,10.6,15.21,2017,0,93000.0,0,1,1,15.4,1997.0,5
267,Maruti Alto 800 LXI,2.35,3.47,2013,0,26200.0,0,4,1,22.74,796.0,5
268,Maruti Baleno Zeta 1.2,5.9,6.75,2017,1,25000.0,0,4,1,21.4,1197.0,5
269,Mahindra TUV 300 mHAWK100 T8 Dual Tone,7.5,0.0,2017,1,80000.0,0,1,1,18.49,1493.0,5
271,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,29.5,39.97,2018,0,50000.0,0,1,0,12.9,2755.0,5
272,Hyundai Santro Xing GLS,1.1,0.0,2008,1,80000.0,0,4,1,17.92,1086.0,5
273,Mahindra Scorpio M2DI,2.8,15.5,2007,1,110000.0,0,1,1,13.5,2179.0,5
274,Audi A4 30 TFSI Premium Plus,18.51,48.8,2016,0,55000.0,0,4,0,17.84,1395.0,5
275,Honda City i-VTEC S,7.5,12.8,2018,1,25000.0,0,4,1,17.4,1497.0,5
276,Hyundai Grand i10 Magna,4.0,6.48,2015,0,36000.0,0,4,1,18.9,1197.0,5
277,Maruti Swift Dzire ZDI,5.3,0.0,2015,1,40000.0,0,1,1,26.59,1248.0,5
278,Mahindra Thar CRDe,8.7,14.12,2018,1,25000.0,0,1,1,16.55,2498.0,5
279,Renault KWID RXL,2.95,3.43,2018,0,30038.0,0,4,1,25.17,799.0,5
280,Tata Tiago 1.05 Revotorq XE,3.7,0.0,2017,1,53000.0,0,1,1,27.28,1047.0,5
281,Maruti Swift VXI,5.3,6.35,2018,1,5000.0,0,4,1,21.21,1197.0,5
282,Hyundai Xcent 1.1 CRDi SX Option,6.0,0.0,2014,1,41217.0,0,1,1,24.4,1120.0,5
283,Renault KWID Climber 1.0 AMT,3.5,3.62,2017,1,35000.0,0,4,0,24.04,999.0,5
284,Ford Ecosport 1.5 DV5 MT Titanium,4.7,10.05,2013,0,62000.0,0,1,1,22.7,1498.0,5
285,Ford Aspire 1.5 TDCi Trend,3.9,9.62,2015,1,42000.0,0,1,1,25.83,1498.0,5
286,Ambassador Avigo 2000 DSZ,1.16,0.0,2005,1,120000.0,0,1,1,13.2,1995.0,5
287,Mahindra Scorpio S10 7 Seater,9.2,15.1,2015,1,80000.0,0,1,1,15.4,2179.0,5
288,Mahindra XUV500 W8 2WD,5.5,16.54,2013,1,60000.0,0,1,1,15.1,2179.0,5
289,Hyundai Verna 1.6 SX,6.35,13.09,2014,1,45000.0,0,1,1,22.32,1582.0,5
290,Mahindra XUV500 AT W8 FWD,12.5,16.54,2017,0,50000.0,0,1,0,16.0,2179.0,5
291,Maruti Alto 800 VXI,3.0,3.47,2018,1,12000.0,0,4,1,24.7,796.0,5
292,Honda City i-VTEC CVT V,9.6,12.8,2018,1,12000.0,0,4,0,18.0,1497.0,5
293,Maruti Vitara Brezza VDi Option,7.5,0.0,2018,1,15000.0,0,1,1,24.3,1248.0,5
294,Volkswagen Polo Petrol Trendline 1.2L,2.49,6.94,2011,0,63000.0,0,4,1,16.47,1198.0,5
295,Tata Hexa XT,14.0,14.1,2018,1,30000.0,0,1,1,17.6,2179.0,5
296,Ford Figo Diesel ZXI,2.5,8.84,2011,1,160800.0,0,1,1,20.0,1399.0,5
297,Hyundai Verna 1.6 SX,6.1,12.84,2014,1,120000.0,0,1,1,22.32,1582.0,5
298,Maruti Zen Estilo VXI BSIII,1.65,0.0,2010,0,62821.0,0,4,1,18.2,998.0,5
299,Ford Ecosport 2015-2021 1.5 Diesel Ambiente,5.45,10.14,2016,0,78247.0,0,1,1,21.7,1498.0,5
300,Hyundai Verna 1.6 CRDi EX MT,4.8,11.32,2013,1,113000.0,0,1,1,22.32,1582.0,5
301,Hyundai i20 2015-2017 Asta Option 1.2,3.95,8.03,2014,0,52000.0,0,4,1,18.6,1197.0,5
302,Toyota Innova 2.5 G (Diesel) 7 Seater,4.95,0.0,2012,0,109000.0,0,1,1,12.99,2494.0,5
303,Hyundai Grand i10 Asta Option,4.7,6.81,2017,1,90000.0,0,4,1,18.9,1197.0,5
304,Tata Indica eXeta eGLX,2.0,0.0,2011,1,35000.0,0,4,1,16.84,1193.0,5
305,Skoda Laura 1.9 TDI MT Ambiente,2.8,0.0,2010,1,90000.0,0,1,1,17.0,1896.0,5
306,Chevrolet Aveo 1.4 LS Limited Edition,1.49,0.0,2008,0,62001.0,0,4,1,14.4,1399.0,5
307,Volkswagen Polo Diesel Trendline 1.2L,2.0,0.0,2011,0,98000.0,0,1,1,22.07,1199.0,5
308,Hyundai i20 Active 1.4 SX,6.99,0.0,2016,1,20000.0,0,1,1,21.19,1396.0,5
309,Toyota Corolla Altis 1.8 G,3.15,0.0,2010,0,57000.0,0,4,1,14.28,1798.0,5
310,Maruti Wagon R VXI,3.4,5.36,2014,1,21717.0,0,4,1,20.51,998.0,5
311,Renault Duster 85PS Diesel RxL,5.0,0.0,2014,1,40000.0,0,1,1,20.45,1461.0,5
312,Honda City i-VTEC ZX,10.5,13.13,2017,1,50000.0,0,4,1,17.14,1497.0,5
313,Renault Duster 110PS Diesel RxZ,6.0,0.0,2016,1,90000.0,0,1,1,19.6,1461.0,5
314,Fiat Avventura Urban Cross 1.3 Multijet Active,4.78,0.0,2017,1,90000.0,0,1,1,20.5,1248.0,5
315,Maruti Swift VXI Optional,4.91,6.35,2017,0,27876.0,0,4,1,20.4,1197.0,5
316,Land Rover Discovery Sport Si4 HSE,28.9,70.25,2016,0,56000.0,0,4,0,12.63,1999.0,5
317,Hyundai i10 Asta,1.6,0.0,2008,1,57215.0,0,4,1,20.36,1197.0,5
318,Hyundai Venue SX Turbo BSIV,9.85,8.06,2019,0,5400.0,0,4,1,18.27,998.0,5
319,Maruti Swift Dzire VDI,5.0,0.0,2014,1,60000.0,0,1,1,23.4,1248.0,5
320,Tata Tiago 1.2 Revotron XT,3.35,5.63,2017,1,24800.0,0,4,1,23.84,1199.0,5
322,Honda BRV i-DTEC VX MT,9.5,0.0,2016,0,59450.0,0,1,1,21.9,1498.0,5
323,Honda Jazz VX CVT,7.4,8.51,2018,0,20000.0,0,4,0,17.1,1199.0,5
324,Tata Indica Vista Terra 1.4 TDI,2.0,0.0,2010,1,90000.0,0,1,1,17.0,1405.0,5
325,Maruti Swift VXI,3.75,6.04,2013,0,34553.0,0,4,1,22.0,1197.0,5
326,Maruti Vitara Brezza VDi,8.1,0.0,2018,1,40000.0,0,1,1,24.3,1248.0,5
327,Volkswagen Polo Petrol Trendline 1.2L,1.73,0.0,2010,1,350000.0,0,4,1,16.47,1198.0,5
328,Maruti Vitara Brezza VDi,7.0,0.0,2017,1,50000.0,0,1,1,24.3,1248.0,5
329,Mahindra KUV 100 mFALCON D75 K4,3.1,0.0,2016,1,70000.0,0,1,1,25.32,1198.0,5
330,Mahindra Scorpio 1.99 S4,8.5,15.1,2017,1,120000.0,0,1,1,15.4,1997.0,5
331,Hyundai i20 Era 1.4 CRDi,2.85,9.6,2013,1,90000.0,0,1,1,22.54,1396.0,5
332,Maruti Swift Dzire VDI,4.5,0.0,2014,1,120000.0,0,1,1,23.4,1248.0,5
333,Hyundai Creta 1.6 CRDi SX,11.0,12.32,2017,1,80000.0,0,1,1,19.67,1582.0,5
334,Mahindra Xylo E4 BS IV,3.5,0.0,2011,1,155000.0,0,1,1,14.0,2498.0,5
335,Mahindra Scorpio 1.99 S6 Plus,10.8,14.79,2017,1,30000.0,0,1,1,15.4,1997.0,5
336,Honda City i DTEC V,5.3,14.0,2014,0,66100.0,0,1,1,26.0,1498.0,5
337,Maruti Swift Dzire VDI,6.8,0.0,2017,1,50000.0,0,1,1,28.4,1248.0,5
338,Mahindra Scorpio 1.99 S4 Plus,10.25,15.1,2017,0,42000.0,0,1,1,15.4,1997.0,5
339,Hyundai i20 1.2 Spotz,6.5,7.97,2017,1,55000.0,0,4,1,18.6,1197.0,5
340,Hyundai i10 Magna,1.94,0.0,2012,0,110699.0,0,4,1,20.36,1197.0,5
341,Maruti Baleno Delta Automatic,6.86,6.81,2019,1,5000.0,0,4,0,21.4,1197.0,5
342,Maruti Alto 800 LXI,2.0,3.32,2016,1,50000.0,0,4,1,22.74,796.0,5
343,Maruti Swift Dzire VXI,2.5,6.53,2010,0,44000.0,0,4,1,19.1,1197.0,5
344,Maruti Vitara Brezza VDi Option,7.3,0.0,2018,1,90000.0,0,1,1,24.3,1248.0,5
345,Hyundai Verna 1.6 VTVT SX,6.5,10.54,2016,0,55000.0,0,4,1,17.01,1591.0,5
346,Maruti Vitara Brezza ZDi Plus Dual Tone,7.9,0.0,2017,0,45000.0,0,1,1,24.3,1248.0,5
347,Maruti Baleno Zeta 1.2,6.2,6.93,2017,1,30000.0,0,4,1,21.4,1197.0,5
348,Hyundai Verna 1.6 VTVT,5.1,9.53,2013,1,50000.0,0,4,1,17.01,1591.0,5
350,Maruti Eeco 5 Seater AC BSIV,3.75,4.63,2013,1,20000.0,0,4,1,15.37,1196.0,5
351,Nissan Terrano XV 110 PS,5.25,0.0,2015,0,69000.0,0,1,1,19.01,1461.0,5
352,Maruti Swift Dzire AMT VXI,6.2,6.74,2017,2,19843.0,0,4,0,21.21,1197.0,5
353,Tata Indigo LS (TDI) BS-III,2.7,0.0,2014,1,20000.0,0,1,1,19.09,1405.0,5
355,Toyota Innova Crysta 2016-2020 2.4 G MT,14.5,19.9,2017,0,52300.0,0,1,1,13.68,2393.0,5
356,Honda City i VTEC CVT SV,8.45,12.24,2016,1,40000.0,0,4,0,18.0,1497.0,5
357,Maruti Swift Dzire LDI,3.9,0.0,2014,0,61500.0,0,1,1,23.4,1248.0,5
358,Honda Amaze S i-Vtech,3.95,7.04,2015,0,59000.0,0,4,1,18.0,1198.0,5
359,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,4.5,6.99,2018,1,40000.0,0,4,1,18.9,1197.0,5
360,Audi A6 2.0 TDI,17.0,0.0,2013,1,60000.0,0,1,0,17.68,1968.0,5
361,Hyundai Grand i10 Magna,3.25,6.48,2013,0,61000.0,0,4,1,18.9,1197.0,5
362,Mahindra KUV 100 mFALCON D75 K4,3.5,0.0,2016,1,70000.0,0,1,1,25.32,1198.0,5
363,Mahindra XUV500 W8 2WD,6.5,16.54,2013,0,63000.0,0,1,1,15.1,2179.0,5
364,Mercedes-Benz E-Class E 200 CGI,12.5,72.29,2012,0,58000.0,0,4,1,12.3,1796.0,5
365,Maruti Zen Estilo VXI BSIV,2.2,0.0,2013,1,40000.0,0,4,1,19.0,998.0,5
366,Mahindra Quanto C8,3.5,0.0,2015,1,49000.0,0,1,1,17.21,1493.0,5
367,Maruti Swift Dzire VDI,7.5,0.0,2017,1,22000.0,0,1,1,28.4,1248.0,5
368,Honda City 1.5 V MT,2.99,0.0,2010,0,57977.0,0,4,1,17.0,1497.0,5
369,Hyundai Xcent 1.1 CRDi Base,3.78,0.0,2016,1,70000.0,0,1,1,24.4,1120.0,5
371,Mini Cooper 3 DOOR S,13.25,39.82,2012,0,67000.0,0,4,0,17.33,1998.0,5
372,Maruti Ertiga VDI,5.24,0.0,2014,0,48242.0,0,1,1,20.77,1248.0,5
373,Ford Figo Diesel EXI,1.69,8.62,2012,0,68000.0,0,1,1,20.0,1399.0,5
374,Maruti Ertiga ZDI,5.0,0.0,2014,1,40000.0,0,1,1,20.77,1248.0,5
376,Maruti Swift Dzire VDI,3.8,0.0,2013,1,113450.0,0,1,1,23.4,1248.0,5
377,Maruti Wagon R AMT VXI,4.0,5.16,2018,1,80000.0,0,4,0,20.51,998.0,5
378,Hyundai Santro Sportz SE AMT BSIV,5.65,5.4,2020,0,1000.0,0,4,0,20.3,1086.0,5
379,Maruti Wagon R VXI,3.35,0.0,2015,0,20292.0,0,4,1,20.51,998.0,5
380,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,3.0,15.19,2010,0,67900.0,0,1,1,12.05,2179.0,5
381,Chevrolet Beat Diesel LS,2.0,0.0,2012,1,70000.0,0,1,1,25.44,936.0,5
382,Mahindra Scorpio 1.99 S10,10.51,15.1,2015,0,40000.0,0,1,1,15.4,1997.0,5
383,Hyundai Grand i10 1.2 CRDi Sportz Option,5.1,0.0,2017,1,60000.0,0,1,1,24.0,1186.0,5
384,Renault KWID Climber 1.0 AMT,3.7,3.81,2018,1,25000.0,0,4,0,24.04,999.0,5
385,Maruti Wagon R LXI,2.0,5.16,2006,1,70000.0,0,4,1,18.9,998.0,5
386,Maruti Baleno Delta 1.3,6.25,0.0,2018,1,21000.0,0,1,1,27.39,1248.0,5
387,Mahindra Scorpio S7 140 BSIV,12.9,15.1,2018,0,39000.0,0,1,1,16.36,2179.0,5
388,Hyundai Creta 1.6 E Plus,8.9,0.0,2017,0,30000.0,0,4,1,15.8,1591.0,5
389,Hyundai Verna 1.6 CRDI,4.2,13.09,2012,0,61000.0,0,1,1,22.32,1582.0,5
390,Maruti Swift LXI Optional-O,5.0,6.04,2017,2,5743.0,0,4,1,20.4,1197.0,5
391,Nissan Terrano XL Plus 85 PS,7.5,0.0,2017,0,44000.0,0,1,1,20.45,1461.0,5
392,Hyundai Grand i10 1.2 Kappa Asta,6.0,0.0,2018,1,24200.0,0,4,1,18.9,1197.0,5
393,Maruti Baleno Delta 1.3,5.9,0.0,2017,1,57000.0,0,1,1,27.39,1248.0,5
394,Hyundai i10 Magna,1.9,0.0,2011,0,58000.0,0,4,1,20.36,1197.0,5
395,Datsun GO Plus T Option BSIV,5.0,4.88,2017,1,15000.0,0,4,1,19.44,1198.0,5
396,Maruti Celerio ZXI Optional,4.5,0.0,2017,1,10000.0,0,4,1,23.1,998.0,5
397,Mahindra NuvoSport N8,5.5,0.0,2016,1,70000.0,0,1,1,17.45,1493.0,5
398,Chevrolet Beat LT,1.7,0.0,2011,0,65000.0,0,4,1,18.6,1199.0,5
399,Mahindra XUV500 W6 2WD,6.5,16.45,2015,1,100000.0,0,1,1,15.1,2179.0,5
401,Maruti Wagon R VXI Opt 1.2,5.0,5.16,2020,1,10000.0,0,4,1,20.52,1197.0,5
402,Hyundai Xcent 1.2 Kappa AT SX Option,5.0,0.0,2015,1,10000.0,0,4,0,16.9,1197.0,5
403,Maruti Alto LXi,1.4,0.0,2009,1,43000.0,0,4,1,19.7,796.0,5
404,Honda Amaze S Plus i-VTEC,3.49,0.0,2013,0,64000.0,0,0,1,18.0,1198.0,5
405,Maruti Wagon R VXI with ABS,3.25,5.36,2014,1,30000.0,0,4,1,20.51,998.0,5
406,Honda City i VTEC S,4.35,12.68,2014,0,63000.0,0,4,1,17.8,1497.0,5
407,Maruti Celerio VXI CNG BSIV,4.55,0.0,2018,0,28000.0,0,0,1,31.79,998.0,5
409,Honda City i VTEC V,7.55,12.68,2017,0,32226.0,0,4,1,17.8,1497.0,5
410,Renault Koleos 2.0 Diesel,6.5,0.0,2013,0,63432.0,0,1,0,13.73,1995.0,5
411,Audi A3 cabriolet 40 TFSI Premium Plus,40.0,0.0,2018,0,8000.0,0,4,0,16.6,1798.0,5
412,Honda Brio V MT,2.5,0.0,2013,1,80000.0,0,4,1,19.4,1198.0,5
413,Maruti Alto K10 VXI,2.45,0.0,2014,1,65000.0,0,4,1,23.95,998.0,5
414,Kia Seltos HTK Plus D,13.5,0.0,2019,0,14000.0,0,1,1,20.8,1493.0,5
415,Tata Indigo LX (TDI) BS III,2.15,0.0,2013,1,90760.0,0,1,1,19.09,1396.0,5
416,Tata Indigo LX (TDI) BS-III,4.0,0.0,2016,1,80000.0,0,1,1,19.09,1405.0,5
417,Renault KWID AMT RXL,3.1,3.94,2018,1,15000.0,0,4,0,24.04,999.0,5
419,Renault Captur 1.5 Diesel RXT,12.65,0.0,2018,1,12851.0,0,1,1,20.37,1461.0,5
422,Maruti Swift Dzire VDi,6.75,0.0,2018,0,32000.0,0,1,1,19.3,1248.0,5
423,Maruti Wagon R VXI 1.2,5.0,5.44,2019,1,30000.0,0,4,1,20.52,1197.0,5
424,Hyundai i10 Sportz Option,3.0,0.0,2010,1,25000.0,0,4,1,20.36,1197.0,5
425,Mahindra Scorpio S10 AT 2WD,14.5,15.5,2016,1,35000.0,0,1,0,15.4,2179.0,5
426,Mahindra Scorpio VLX 4WD BSIV,5.3,14.8,2013,1,140000.0,0,1,1,12.05,2179.0,5
427,Ford Ecosport 1.5 DV5 MT Titanium,5.75,10.14,2014,2,65597.0,0,1,1,22.7,1498.0,5
428,Hyundai Santro Xing GL CNG,2.4,0.0,2012,0,61785.0,0,0,1,17.0,1086.0,5
429,Hyundai i20 2015-2017 Sportz 1.2,5.5,7.97,2017,1,35000.0,0,4,1,18.6,1197.0,5
430,Maruti Ciaz VDi Plus,5.0,0.0,2014,1,160000.0,0,1,1,26.21,1248.0,5
431,Maruti Baleno Delta,6.43,6.81,2020,1,7124.0,0,4,1,21.01,1197.0,5
432,Ford Ecosport 2015-2021 S Petrol BSIV,10.0,9.19,2019,1,15000.0,0,4,1,18.1,999.0,5
433,Hyundai Xcent 1.2 CRDi S,6.11,0.0,2018,0,22979.0,0,1,1,25.4,1186.0,5
434,Toyota Etios Liva GD,3.1,0.0,2014,1,150000.0,0,1,1,23.59,1364.0,5
435,Hyundai Grand i10 Asta,5.5,6.74,2016,1,34000.0,0,4,1,18.9,1197.0,5
436,Renault Scala Diesel RxZ Travelogue,3.5,0.0,2015,0,42000.0,0,1,1,21.64,1461.0,5
437,Volkswagen Vento Diesel Trendline,3.0,0.0,2011,1,280000.0,0,1,1,20.54,1598.0,5
438,Tata Tigor 1.2 Revotron XT,4.7,6.3,2018,1,40000.0,0,4,1,20.3,1199.0,5
439,Honda City i DTec V,5.25,14.0,2014,0,77000.0,0,1,1,26.0,1498.0,5
440,Datsun GO Plus T Option BSIV,4.69,4.88,2017,1,15000.0,0,4,1,19.44,1198.0,5
441,Maruti Alto K10 2010-2014 VXI,2.1,0.0,2012,1,60000.0,0,4,1,20.92,998.0,5
442,Maruti Alto 800 LXI,2.0,3.53,2013,1,120000.0,0,4,1,22.74,796.0,5
443,Renault KWID 1.0 RXT Optional,4.0,3.46,2019,1,2500.0,0,4,1,23.01,999.0,5
444,Jaguar XF 2.2 Litre Luxury,21.5,0.0,2013,0,50000.0,0,1,0,16.36,2179.0,5
445,Maruti Celerio ZXI,3.4,4.98,2016,1,46500.0,0,4,1,23.1,998.0,5
447,Audi Q3 35 TDI Quattro Premium Plus,20.5,0.0,2015,0,69000.0,0,1,0,15.73,1968.0,5
448,Maruti Swift VDI,3.81,0.0,2012,1,68000.0,0,1,1,22.9,1248.0,5
449,Mercedes-Benz C-Class C 250 CDI Elegance,7.75,51.3,2011,0,45000.0,0,1,0,14.94,2143.0,5
450,Maruti Swift Dzire VDI,7.0,0.0,2017,1,20000.0,0,1,1,28.4,1248.0,5
451,Maruti Ciaz Alpha Diesel,6.75,0.0,2017,0,106000.0,0,1,1,28.09,1248.0,5
452,Honda City i VTEC CVT SV,6.7,12.68,2015,0,28000.0,0,4,0,18.0,1497.0,5
453,Mahindra XUV500 W6 2WD,10.5,16.45,2018,1,50000.0,0,1,1,16.0,2179.0,5
454,Renault Scala Diesel RxL,3.15,0.0,2014,0,70000.0,0,1,1,21.64,1461.0,5
456,Honda City 1.5 S MT,3.6,12.68,2011,0,55000.0,0,4,1,17.0,1497.0,5
457,Ford Figo 1.5D Ambiente ABS MT,4.0,8.46,2017,1,53000.0,0,1,1,25.83,1498.0,5
458,Hyundai Verna 1.6 SX,4.7,12.19,2014,0,89000.0,0,1,1,22.32,1582.0,5
459,Maruti Alto 800 LXI,3.04,3.41,2018,1,22000.0,0,4,1,24.7,796.0,5
460,Tata Zest Quadrajet 1.3 75PS XMS,5.25,0.0,2018,1,90000.0,0,1,1,22.95,1248.0,5
461,Honda City i DTEC S,4.9,14.35,2014,0,69000.0,0,1,1,26.0,1498.0,5
462,Mahindra Scorpio 1.99 S6 Plus,8.64,15.1,2016,1,155000.0,0,1,1,15.4,1997.0,5
463,Mahindra XUV500 W6 2WD,4.8,16.54,2013,0,85000.0,0,1,1,16.0,2179.0,5
464,Hyundai Xcent 1.2 Kappa SX Option,3.5,0.0,2016,1,50000.0,0,4,1,19.1,1197.0,5
465,Maruti Wagon R VXI AMT Opt 1.2,5.75,5.26,2019,0,3600.0,0,4,0,20.52,1197.0,5
466,Mercedes-Benz CLA 200 CDI Sport,28.5,0.0,2018,0,15000.0,0,1,0,17.9,2143.0,5
468,Maruti SX4 Vxi BSIII,3.0,0.0,2007,1,40000.0,0,4,1,15.0,1586.0,5
469,Daewoo Matiz SA,1.03,0.0,2000,1,120000.0,0,4,1,18.5,796.0,5
470,Toyota Innova 2.5 G (Diesel) 7 Seater,7.8,0.0,2015,0,143000.0,0,1,1,12.99,2494.0,5
471,Audi A6 35 TDI Technology,34.9,0.0,2018,0,24000.0,0,1,0,17.68,1968.0,5
473,MG Hector Smart Diesel MT BSIV,16.99,16.99,2019,0,28000.0,0,1,1,17.41,1956.0,5
474,Honda Brio 1.2 S MT,2.75,0.0,2016,0,65000.0,0,4,1,18.5,1198.0,5
475,Maruti Swift ZDI Plus,8.0,0.0,2019,1,44000.0,0,1,1,28.4,1248.0,5
476,Maruti Baleno Zeta Automatic,6.8,6.81,2018,1,10000.0,0,4,0,21.4,1197.0,5
478,Toyota Innova 2.5 G (Diesel) 8 Seater,5.25,0.0,2012,0,187031.0,0,1,1,12.99,2494.0,5
479,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,9.55,9.19,2019,0,22346.0,0,4,1,17.0,1497.0,5
480,Hyundai i20 1.4 CRDi Magna,3.5,8.6,2012,1,120000.0,0,1,1,21.9,1396.0,5
481,Maruti Vitara Brezza LXI,8.0,8.3,2020,0,1000.0,0,4,1,17.03,1462.0,5
483,Mahindra XUV500 W6 2WD,8.25,16.45,2015,1,170000.0,0,1,1,16.0,2179.0,5
484,Mahindra Marazzo M8 8Str,14.76,13.54,2019,1,60000.0,0,1,1,17.3,1497.0,5
485,Honda Jazz V CVT,6.7,8.55,2018,0,40000.0,0,4,0,18.2,1199.0,5
486,Maruti Alto LXi,1.8,0.0,2012,0,28000.0,0,4,1,19.7,796.0,5
487,Renault Scala RxL,3.5,0.0,2014,1,85000.0,0,4,1,16.95,1498.0,5
488,Hyundai Grand i10 1.2 Kappa Asta,4.9,6.48,2017,1,35000.0,0,4,1,18.9,1197.0,5
489,Maruti Baleno Zeta 1.2,5.5,0.0,2017,1,20000.0,0,4,1,21.4,1197.0,5
490,Hyundai i10 Sportz,3.5,0.0,2014,1,40000.0,0,4,1,20.36,1197.0,5
491,Toyota Corolla Altis G,2.45,0.0,2009,0,65000.0,0,4,1,14.53,1798.0,5
492,Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,15.0,19.99,2019,1,35000.0,0,1,1,13.68,2393.0,5
493,Hyundai EON Era Plus,2.5,0.0,2013,0,54417.0,0,4,1,21.1,814.0,5
494,Ford Figo Diesel LXI,1.9,8.96,2012,0,74000.0,0,1,1,20.0,1399.0,5
495,Volkswagen Ameo 1.2 MPI Comfortline Plus,4.0,0.0,2017,0,47592.0,0,4,1,17.0,1198.0,5
496,Renault Duster 85PS Diesel RxE Adventure,4.6,0.0,2014,1,46500.0,0,1,1,20.45,1461.0,5
497,Maruti Swift AMT VXI,6.5,6.04,2019,0,8000.0,0,4,0,21.21,1197.0,5
498,Maruti Ciaz ZDi Plus SHVS,7.0,0.0,2016,1,120000.0,0,1,1,28.09,1248.0,5
499,Chevrolet Spark 1.0 LT,1.2,0.0,2013,1,100000.0,0,4,1,16.2,995.0,5
500,Mercedes-Benz GLE Class 250d,38.5,0.0,2016,0,48500.0,0,1,0,17.9,2143.0,5
501,Maruti Swift 1.2 DLX (Only Delhi),4.55,6.04,2017,1,34000.0,0,4,1,20.4,1197.0,5
503,Tata Indigo LS TDI BSIII,1.6,0.0,2012,1,88157.0,0,1,1,19.09,1396.0,5
504,Maruti Swift VXI BSIV,3.65,6.04,2014,0,54000.0,0,4,1,22.0,1197.0,5
505,Toyota Etios GD,5.55,0.0,2016,1,163000.0,0,1,1,23.59,1364.0,5
506,Maruti Swift Dzire ZXI,4.7,6.53,2014,0,11275.0,0,4,1,19.1,1197.0,5
507,Maruti Ritz VDi,3.25,0.0,2013,0,58000.0,0,1,1,21.1,1248.0,5
508,Toyota Fortuner 2016-2021 2.8 2WD AT,29.5,39.97,2018,0,35000.0,0,1,0,12.9,2755.0,5
509,Nissan Terrano XL Plus 85 PS,8.0,0.0,2015,1,19000.0,0,1,1,20.45,1461.0,5
510,Maruti Swift VDI,4.0,0.0,2012,1,48000.0,0,1,1,22.9,1248.0,5
511,Renault Duster 85PS Diesel RxE,5.5,0.0,2015,0,68000.0,0,1,1,19.87,1461.0,5
512,Honda Civic 1.8 V AT,15.19,20.84,2019,0,23000.0,0,4,0,13.9,1799.0,5
513,Maruti Swift Dzire AMT VDI,7.4,0.0,2018,1,31500.0,0,1,0,28.4,1248.0,5
514,Tata Vista TDI LX,1.25,0.0,2013,1,120000.0,0,1,1,19.1,1405.0,5
515,Honda Brio V MT,2.71,0.0,2011,0,63000.0,0,4,1,19.4,1198.0,5
516,Maruti Kizashi CVT,4.25,0.0,2011,0,63000.0,0,4,0,10.0,2393.0,5
517,Mahindra Supro LX 8 Str,4.75,0.0,2018,1,60000.0,0,1,1,23.5,909.0,5
518,Honda Amaze S i-Dtech,3.25,8.77,2013,0,73000.0,0,1,1,25.8,1498.0,5
519,Hyundai Grand i10 Nios AMT Sportz,6.0,5.8,2020,1,10000.0,0,4,0,20.7,1197.0,5
520,Honda Amaze S i-Dtech,3.0,8.59,2013,1,208000.0,0,1,1,25.8,1498.0,5
521,Hyundai i10 Sportz 1.2,3.0,6.99,2010,1,30000.0,0,4,1,20.36,1197.0,5
522,Maruti Wagon R LXI CNG,3.45,5.98,2016,0,83000.0,0,0,1,26.6,998.0,5
523,Mahindra Scorpio S3 9 Seater BSIV,9.0,15.1,2018,1,60000.0,0,1,1,15.4,2523.0,5
524,Mahindra XUV500 W10 1.99 mHawk,10.25,16.11,2016,0,83000.0,0,1,1,16.0,1997.0,5
525,Isuzu D-Max V-Cross 4X4,14.5,19.74,2017,0,58132.0,0,1,1,12.4,2499.0,5
526,Maruti Swift LXI Option,4.0,6.13,2015,1,34000.0,0,4,1,20.4,1197.0,5
527,Honda Amaze S i-Dtech,3.67,8.69,2014,0,45120.0,0,1,1,25.8,1498.0,5
528,Hyundai Grand i10 1.2 Kappa Magna AT,5.35,7.11,2019,1,15000.0,0,4,0,18.9,1197.0,5
529,Maruti Ertiga VXI Petrol,8.05,8.77,2019,1,15000.0,0,4,1,19.34,1462.0,5
530,MG Hector Hybrid Super MT BSIV,14.88,14.96,2020,0,1000.0,0,4,1,15.81,1451.0,5
531,Hyundai i10 Sportz Option,2.5,0.0,2012,1,64000.0,0,4,1,20.36,1197.0,5
532,Mercedes-Benz E-Class E250 CDI Elegance,7.0,75.45,2011,0,98000.0,0,1,0,14.21,2143.0,5
533,Maruti Vitara Brezza VDi Option,6.75,0.0,2016,0,65000.0,0,1,1,24.3,1248.0,5
534,Maruti Swift DDiS VDI,4.25,0.0,2015,0,84000.0,0,1,1,28.4,1248.0,5
535,Maruti Alto 800 VXI,2.6,0.0,2015,1,33000.0,0,4,1,22.74,796.0,5
536,Hyundai Xcent 1.2 Kappa S,3.0,0.0,2014,1,57368.0,0,4,1,19.1,1197.0,5
537,Honda City i VTEC VX,7.0,12.58,2016,0,55670.0,0,4,1,17.8,1497.0,5
